GameName,Id:76561198252562342
Garry's Mod,159
Terraria,138
Total War: SHOGUN 2,48
Company of Heroes 2,41
PAYDAY 2,35
F.E.A.R. 3,10.7
Spec Ops: The Line,8.4
Outlast,8.4
Rocket League,8.1
Brawlhalla,7.1
tModLoader,6.5
Doki Doki Literature Club,6.2
Insurgency,6.1
Sid Meier's Civilization III: Complete,5.0
SCP: Secret Laboratory,4.3
Amnesia: The Dark Descent,4.1
SOULCALIBUR VI,3.8
DiRT Rally,3.2
Fallout,2.3
Unfortunate Spacemen,2.1
Stick Fight: The Game,1.9
Unturned,1.6
Emily is Away,1.2
Crusader Kings II,0.9
Counter-Strike: Global Offensive,0.8
Helltaker,0.5
The Backrooms Game FREE Edition,0.3
Zero-K,0.2

Recently Played
Brawlhalla,1.5

Badges,Games,Inventory,Reviews,Groups,Wishlist
5,30,?,2,1,6
