GameName,Id:76561198252563248
Dota 2,1929
Unturned,35
AdVenture Capitalist,10.4
Counter-Strike: Global Offensive,9.0
Paladins,4.2
Soda Dungeon,3.9
Last Man Standing,1.9
Dota Underlords,1.7
Line of Sight,1.4
Warframe,0.9

Recently Played
Dota 2,15.5

Badges,Games,Inventory,Groups,Friends,Wishlist
3,2,?,1,45,0
